University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Faculty Student Ratio Rank,Academic Reputation Rank,Sustainability Rank,Employer Reputation Rank,International Student Diversity Rank,Papers per Faculty Rank,Citations per Paper Rank,Inbound Exchange Students Rank,International Faculty Ratio Rank,Outbound Exchange Students Rank,International Research Network Rank,Employment Outcomes Rank,Faculty Student Ratio Score,Academic Reputation Score,Sustainability Score,Employer Reputation Score,International Student Diversity Score,Papers per Faculty Score,Citations per Paper Score,Inbound Exchange Students Score,International Faculty Ratio Score,Outbound Exchange Students Score,International Research Network Score,Employment Outcomes Score
Czech University of Life Sciences in Prague,/universities/czech-university-life-sciences-prague,Europe,Czechia,Prague,https://www.topuniversities.com/sites/default/files/czech-university-of-life-sciences-in-prague_592560e59988f300e2321abd_small.jpg,34.4,249,,False,False,301+,251+,=177,251+,82,301+,301+,64,254,80,168,301+,20.5,23.2,55.6,26.8,68.6,24.4,9.3,76.8,25.6,70.1,66.9,13.8
Justus-Liebig-University Giessen,/universities/justus-liebig-university-giessen,Europe,Germany,Giessen,https://www.topuniversities.com/sites/default/files/justus-liebig-university-giessen_592560cf2aeae70239af4b68_small.jpg,34.4,250,,False,False,301+,242,276,251+,301+,22,158,301+,301+,301+,136,301+,4,28.2,29.4,21,14.8,87.1,53.8,5.4,12.5,5.8,72.9,16.4
"Adam Mickiewicz University, Poznań",/universities/adam-mickiewicz-university-poznan,Europe,Poland,Poznań,https://www.topuniversities.com/sites/default/files/adam-mickiewicz-university-pozna_592560e29988f300e2321163_small.jpg,34.2,251,,False,False,173,223,169,251+,301+,301+,301+,123,301+,128,147,248,55.6,32.1,57.7,27.3,13.4,16.1,3.3,49.6,7.6,53.5,70.1,27.6
Martin-Luther-Universität Halle-Wittenberg,/universities/martin-luther-universitat-halle-wittenberg,Europe,Germany,Halle,https://www.topuniversities.com/sites/default/files/martin-luther-universitt-halle-wittenberg_245_small.jpg,34.1,252,,False,False,48,236,301+,251+,301+,301+,163,301+,n/a,301+,113,301+,91.7,29.7,20,20.4,8.4,13,52.4,5.4,n/a,5.8,78.9,8.2
Tallinn University of Technology (TalTech),/universities/tallinn-university-technology-taltech,Europe,Estonia,Tallinn,https://www.topuniversities.com/sites/default/files/tallinn-university-of-technology-taltech_592560cf2aeae70239af4cd3_small.jpg,34.1,253,,False,False,171,251+,301+,209,301+,270,301+,301+,159,301+,187,94,55.7,26.9,14.5,35.6,18.7,28.4,5.2,1,55.5,1,62.8,71.1
University of Belgrade,/universities/university-belgrade,Europe,Serbia,Belgrade,https://www.topuniversities.com/sites/default/files/university-of-belgrade_2243_small.jpg,34.1,254,,False,False,301+,202,=247,251+,301+,301+,301+,301+,301+,301+,35,25,11.7,35.6,36.1,20.7,4.2,17.8,3.3,3.3,3.2,15.4,94.1,95.2
University of Minho,/universities/university-minho,Europe,Portugal,Braga,https://www.topuniversities.com/sites/default/files/university-of-minho_1476_small.jpg,33.9,255,,False,False,195,224,=205,251+,271,219,301+,301+,275,301+,174,301+,51.7,31.8,48.3,25.4,25.9,37,18.4,13.7,19.3,10.7,65.6,16.5
Liverpool John Moores University,/universities/liverpool-john-moores-university,Europe,United Kingdom,Liverpool ,https://www.topuniversities.com/sites/default/files/liverpool-john-moores-university_592560cf2aeae70239af50e9_small.jpg,33.8,256,,False,False,301+,251+,=212,251+,301+,301+,102,301+,187,301+,162,301+,18.9,21.2,45.2,22.7,18.3,19.4,71.3,5.1,44.1,12.5,67.9,15
Universidade Católica Portuguesa,/universities/universidade-catolica-portuguesa,Europe,Portugal,Lisbon,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,33.8,257,,False,False,301+,246,=281,215,194,301+,241,14,301+,8,301+,102,30.8,27.7,27.2,35.3,38.8,12.3,34.6,99.8,9.7,100,8.1,67.9
University of Debrecen,/universities/university-debrecen,Europe,Hungary,Debrecen,https://www.topuniversities.com/sites/default/files/university-of-debrecen_592560cf2aeae70239af4fec_small.jpg,33.6,258,,False,False,138,209,301+,245,91,301+,301+,262,301+,301+,217,183,62.5,34.8,14.4,29.3,67.6,11.1,4,18.4,11.1,10.7,56.5,41.2
Universität Duisburg-Essen,/universities/universitat-duisburg-essen,Europe,Germany,Duisburg,https://www.topuniversities.com/sites/default/files/universitt-duisburg-essen_199_small.jpg,33.2,259,,False,False,255,251+,287,251+,162,301+,156,301+,217,301+,166,277,39.8,24.2,26.4,16.6,47,18.6,54,5.4,34.1,5.8,67.1,23.5
Babes-Bolyai University,/universities/babes-bolyai-university,Europe,Romania,Cluj-Napoca,https://www.topuniversities.com/sites/default/files/babes-bolyai-university_592560cf2aeae70239af5299_small.jpg,32.6,260,5,False,False,301+,212,=142,206,301+,301+,301+,301+,301+,275,204,133,16,33.4,65.4,36.1,9.6,14.3,2.6,12.3,8.3,21.9,58.6,59.1
University of Zagreb,/universities/university-zagreb,Europe,Croatia,Zagreb,https://www.topuniversities.com/sites/default/files/university-of-zagreb_14110_small.jpg,32.6,261,,False,False,244,215,=228,251+,301+,301+,301+,=287,301+,301+,110,44,41.3,33,39.8,16.2,7.6,16.3,1.8,14.7,1.5,16.5,79.4,88.8
Riga Technical University,/universities/riga-technical-university,Europe,Latvia,Riga,https://www.topuniversities.com/sites/default/files/riga-technical-university_592560cf2aeae70239af578f_small.jpg,32.5,262,5,False,False,274,251+,=255,117,109,301+,301+,6,291,148,301+,176,36.2,24.1,35,58.6,60.8,17.2,1.1,100,16.6,46.4,7,43.7
Taras Shevchenko National University of Kyiv,/universities/taras-shevchenko-national-university-kyiv,Europe,Ukraine,Kyiv,https://www.topuniversities.com/sites/default/files/taras-shevchenko-national-university-of-kyiv_14977_small.jpg,32,263,,False,False,193,188,301+,90,301+,301+,301+,301+,301+,301+,301+,99,52.3,38,8.5,67.4,4.8,12.9,1,1,1.5,1.3,13.7,68.9
Middlesex University,/universities/middlesex-university,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/middlesex-university_592560cf2aeae70239af4c19_small.jpg,31.9,264,,False,False,301+,251+,289,251+,57,301+,112,301+,97,301+,292,203,19.1,12.4,25.4,19,73.5,19.3,69.8,3.9,78.8,1.9,40.4,36
Universität Regensburg,/universities/universitat-regensburg,Europe,Germany,Regensburg,https://www.topuniversities.com/sites/default/files/universitt-regensburg_592560cf2aeae70239af4c89_small.jpg,31.8,265,,False,False,39,251+,301+,251+,301+,301+,92,301+,n/a,301+,269,218,95.1,23.7,8.7,20.4,8.2,10.4,74.6,5.4,n/a,5.8,46.5,32.8
"Goldsmiths, University of London",/universities/goldsmiths-university-london,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/goldsmiths-university-of-london_355_small.jpg,31.7,266,,False,False,301+,229,301+,251+,22,283,290,301+,13,301+,301+,190,29.2,30.6,8.3,20.3,89.7,26.1,23.7,9.6,100,6.1,5.7,39.2
University of Latvia,/universities/university-latvia,Europe,Latvia,Riga,https://www.topuniversities.com/sites/default/files/university-of-latvia_592560cf2aeae70239af5637_small.jpg,31.7,267,,False,False,301+,251+,=266,167,301+,281,301+,127,301+,259,289,21,15.5,26.1,33,43.1,11.4,26.3,1.7,48.3,12.9,24,41.4,96
Saarland University,/universities/saarland-university,Europe,Germany,Saarbrücken,https://www.topuniversities.com/sites/default/files/universitt-des-saarlandes_541_small.jpg,31.5,268,,False,False,27,251+,301+,251+,257,301+,182,301+,n/a,301+,219,152,98,23.6,9,15,27.6,13.8,49,5.4,n/a,5.8,56,50.2
University of Crete,/universities/university-crete,Europe,Greece,Heraklion,https://www.topuniversities.com/sites/default/files/university-of-crete_147_small.jpg,31.3,269,,False,False,301+,227,301+,213,301+,43,159,301+,301+,233,301+,301+,5.2,30.9,14.5,35.4,8.7,73.3,53.6,6.5,1.8,27.8,32.5,12.7
University of Greenwich,/universities/university-greenwich,Europe,United Kingdom,Greenwich,https://www.topuniversities.com/sites/default/files/university-of-greenwich_592560cf2aeae70239af50f0_small.jpg,31.3,270,,False,False,301+,251+,270,251+,51,301+,134,301+,74,301+,211,256,10.6,10.3,31.7,15.2,74.4,15.8,62.8,3.5,86.8,2.8,57.6,25.7
University of Tromsø The Arctic University of Norway,/universities/university-tromso-arctic-university-norway,Europe,Norway,Tromsø,https://www.topuniversities.com/sites/default/files/university-of-troms-the-arctic-university-of-norway_625_small.jpg,31,271,,False,False,64,251+,=220,251+,301+,301+,297,301+,138,=268,205,301+,83.9,25.4,42.6,11.8,6.9,18.4,22.6,5.8,64,23.6,58.6,10.6
"Sofia University ""St. Kliment Ohridski""",/universities/sofia-university-st-kliment-ohridski,Europe,Bulgaria,Sofia,https://www.topuniversities.com/sites/default/files/sofia-university-st.-kliment-ohridski_592560cf2aeae70239af5654_small.jpg,30.8,272,,False,False,130,235,=243,168,301+,301+,301+,242,301+,283,301+,107,64.2,29.7,36.8,43,14,6.7,1.4,21.3,3.5,20.9,31.9,67
University of Nova Gorica,/universities/university-nova-gorica,Europe,Slovenia,Nova Gorica,https://www.topuniversities.com/sites/default/files/university-of-nova-gorica_592560cf2aeae70239af509e_small.jpg,30.8,273,,False,False,4,251+,301+,251+,45,248,248,62,75,281,301+,7,100,6,1.8,8.5,74.4,32.5,32.5,78.1,86.7,21.4,7.5,99.5
Université Côte d'Azur,/universities/universite-cote-dazur,Europe,France,Nice,https://www.topuniversities.com/sites/default/files/universit-cte-dazur_5c056024094c9000617768e0_small.jpg,30.7,274,,False,False,301+,221,301+,251+,169,204,281,204,229,235,203,301+,14.1,32.3,19.5,11.2,45,38.6,25.8,28.9,31,27.7,58.7,11.4
Kaunas University of Technology,/universities/kaunas-university-technology,Europe,Lithuania,Kaunas,https://www.topuniversities.com/sites/default/files/kaunas-university-of-technology_1454_small.jpg,30.6,275,,False,False,205,251+,301+,150,181,298,301+,22,301+,161,301+,301+,50.3,23.9,8.5,48.7,42.5,24.5,2.9,97.4,3.7,43.1,36.6,14.2
Universidad de Alcalá,/universities/universidad-de-alcala,Europe,Spain,Alcalá de Henares,https://www.topuniversities.com/sites/default/files/universidad-de-alcal_1511_small.jpg,30.5,276,5,False,False,66,251+,79,251+,92,301+,301+,301+,273,301+,225,301+,82.7,21.3,82.7,14.8,66.2,14.7,5.8,8.6,19.8,5.5,55.3,13.6
Universitat Rovira i Virgili,/universities/universitat-rovira-i-virgili,Europe,Spain,Tarragona,https://www.topuniversities.com/sites/default/files/universitat-rovira-i-virgili_592560cf2aeae70239af5826_small.jpg,30.3,277,,False,False,301+,251+,146,251+,240,176,120,229,301+,115,220,301+,31.9,14.8,64.5,6,30.2,41.9,68.2,23.9,8.1,57.7,55.8,6
University Duesseldorf,/universities/university-duesseldorf,Europe,Germany,Düsseldorf,https://www.topuniversities.com/sites/default/files/university-duesseldorf_171_small.jpg,30.3,278,,False,False,125,251+,301+,251+,301+,301+,135,301+,n/a,301+,255,301+,66.3,26.9,7.6,23.6,12.6,11.6,62.5,5.4,n/a,5.8,49.7,16.3
University of Bucharest,/universities/university-bucharest,Europe,Romania,Bucharest,https://www.topuniversities.com/sites/default/files/university-of-bucharest_77_small.jpg,30.3,279,,False,False,301+,225,204,204,301+,301+,301+,301+,301+,301+,262,70,15.4,31.6,48.6,36.2,6,16.8,1.7,11.1,3.1,13.8,47.9,78.4
Abo Akademi University,/universities/abo-akademi-university,Europe,Finland,Turku,https://www.topuniversities.com/sites/default/files/abo-akademi-university_592560cf2aeae70239af4f7a_small.jpg,30.2,280,,False,False,247,251+,273,251+,301+,100,239,=138,196,181,260,296,41.1,18,30.4,18.5,14.1,56.2,35.4,43.5,41.7,35.1,48.6,21.6
Aberystwyth University,/universities/aberystwyth-university,Europe,United Kingdom,Aberystwyth,https://www.topuniversities.com/sites/default/files/211220023723pm848877Aber-Uni-Crest-200-x-200-48x48.jpg,30.1,281,,False,False,276,251+,=283,251+,229,230,206,270,195,273,271,301+,35.9,20.4,27,21,33.9,35,43.3,17,42.4,23.4,46.5,14.9
Université de Lorraine,/universities/universite-de-lorraine,Europe,France,Nancy,https://www.topuniversities.com/sites/default/files/universit-de-lorraine_592560cf2aeae70239af4c2f_small.jpg,30.1,282,,False,False,301+,241,=238,251+,301+,274,301+,301+,244,301+,44,299,15.3,28.3,37.5,12,20.8,27.3,12,5.2,27.6,14.6,92.3,21.2
Gazi Üniversitesi,/universities/gazi-universitesi,Asia,Türkiye,Ankara,https://www.topuniversities.com/sites/default/files/gazi-niversitesi_592560cf2aeae70239af50b8_small.jpg,29.9,283,,False,False,301+,142,261,240,301+,301+,301+,301+,301+,301+,301+,206,19,48.5,34.1,30.6,7.3,12.4,3.7,2.1,1.1,2.5,33.8,35.1
TU Dortmund University,/universities/tu-dortmund-university,Europe,Germany,Dortmund,https://www.topuniversities.com/sites/default/files/tu-dortmund-university_592560cf2aeae70239af4b24_small.jpg,29.5,284,,False,False,93,243,301+,177,301+,301+,301+,301+,272,301+,301+,301+,74.6,28.1,16.7,40.5,14.8,16.4,18.1,5.4,20,5.8,36.7,14.4
Vytautas Magnus University,/universities/vytautas-magnus-university,Europe,Lithuania,Kaunas,https://www.topuniversities.com/sites/default/files/vytautas-magnus-university_592560cf2aeae70239af5032_small.jpg,29.5,285,,False,False,3,251+,301+,160,167,301+,301+,30,301+,114,301+,301+,100,23.2,7.2,45.4,45.4,3.5,1.3,94.2,7.4,58.2,11.9,20.2
Technological University Dublin,/universities/technological-university-dublin,Europe,Ireland,Dublin,https://www.topuniversities.com/sites/default/files/technological-university-of-dublin_592560cf2aeae70239af4b28_small.jpg,29.4,286,,False,False,301+,251+,242,198,170,301+,301+,116,230,131,301+,235,26.3,25.4,37,36.8,44.9,6.5,15.7,51.8,30.9,52.7,19.2,29.7
Athens University of Economics and Business,/universities/athens-university-economics-business,Europe,Greece,Athens,https://www.topuniversities.com/sites/default/files/220228075444am741134AUEBLogo-48x48.jpg,29.3,287,,False,False,301+,251+,301+,105,301+,285,181,69,301+,34,301+,212,3.8,16.2,16.2,63.2,7.3,25.8,49,74.5,1.8,88.9,2,34.2
University of Klagenfurt,/universities/university-klagenfurt,Europe,Austria,Klagenfurt,https://www.topuniversities.com/sites/default/files/university-of-klagenfurt_592560cf2aeae70239af51e0_small.jpg,29.3,288,,False,False,76,251+,301+,251+,26,301+,263,75,54,175,301+,301+,79.3,12.4,7.2,13.9,83.5,22.1,28.9,71.3,91.2,37.1,13.9,19.8
Bournemouth University,/universities/bournemouth-university,Europe,United Kingdom,Poole,https://www.topuniversities.com/sites/default/files/bournemouth-university_592560cf2aeae70239af4ac4_small.jpg,29.2,289,,False,False,301+,251+,=233,251+,224,292,153,301+,108,301+,287,301+,15.1,12.8,38.8,24.4,34.3,25.1,54.8,4.8,74.6,15.9,43.1,13.3
Ankara Üniversitesi,/universities/ankara-universitesi,Asia,Türkiye,Ankara,https://www.topuniversities.com/sites/default/files/ankara-niversitesi_592560cf2aeae70239af50a5_small.jpg,29.1,290,,False,False,301+,190,=247,226,301+,301+,301+,301+,301+,299,248,192,17.3,37.8,36.1,32.8,9.5,7.9,2.6,1.9,2.8,18.4,50.9,38.5
University of Siena,/universities/university-siena,Europe,Italy,Siena,https://www.topuniversities.com/sites/default/files/230914022036pm970887LOGO-UNISI-48x48.jpg,29.1,291,,False,False,301+,251+,=140,251+,290,98,301+,44,301+,56,301+,301+,19.9,26.2,66.1,8.6,23,57.1,18.3,85.1,2.2,80.1,35.6,13.5
University of Brighton,/universities/university-brighton,Europe,United Kingdom,Brighton,https://www.topuniversities.com/sites/default/files/university-of-brighton_592560cf2aeae70239af4d45_small.jpg,28.8,292,,False,False,301+,251+,288,251+,208,284,191,301+,169,301+,265,301+,19.9,18.2,26.2,23.3,36.9,26.1,46.4,5.5,51.1,2.7,46.9,18.4
"University of Chemistry and Technology, Prague",/universities/university-chemistry-technology-prague,Europe,Czechia,Prague,https://www.topuniversities.com/sites/default/files/university-of-chemistry-and-technology-prague_592560cf2aeae70239af4f53_small.jpg,28.7,293,,False,False,16,251+,301+,251+,58,273,301+,5,247,119,301+,301+,99.7,13.6,4.8,24.6,73.4,27.3,18.8,100,26.7,57,14.8,14.5
University of Alicante,/universities/university-alicante,Europe,Spain,Alicante,https://www.topuniversities.com/sites/default/files/universidad-de-alicante_592560cf2aeae70239af5067_small.jpg,28.6,294,,False,False,252,245,=194,251+,298,301+,301+,97,301+,258,208,301+,40.2,27.8,50.5,19.3,21.9,22.5,6.8,58.8,5.1,24.1,58.1,8.8
University of Bari,/universities/university-bari,Europe,Italy,Bari,https://www.topuniversities.com/sites/default/files/university-of-bari_45_small.jpg,28.6,295,,False,False,301+,251+,=171,251+,301+,140,287,265,301+,291,135,301+,10.5,26.7,57,10.5,6.5,47,24.7,17.8,5.5,19.9,73.3,12.4
University of Iceland,/universities/university-iceland,Europe,Iceland,Reykjavík,https://www.topuniversities.com/sites/default/files/220317031202pm503917iceland-48x48.jpg,28.5,296,,False,False,6,251+,n/a,251+,n/a,301+,174,301+,n/a,301+,226,82,100,16.9,n/a,16.9,n/a,6.3,50.6,1,n/a,1,55.2,73
Ulm University,/universities/ulm-university,Europe,Germany,Ulm,https://www.topuniversities.com/sites/default/files/university-ulm_638_small.jpg,28.4,297,,False,False,56,251+,301+,251+,301+,187,136,301+,205,301+,301+,301+,89,16.7,13.6,13.3,16.2,40.7,62.1,5.4,38.1,5.8,33.8,5.8
Comenius University Bratislava,/universities/comenius-university-bratislava,Europe,Slovakia,Bratislava,https://www.topuniversities.com/sites/default/files/230322042211pm814933Comenius-University-Bratislava-48x48.jpg,28.3,298,,False,False,97,238,301+,251+,204,301+,301+,301+,301+,=219,301+,73,73,29.2,16,19.3,37.3,12.7,1.7,10.2,4.5,28.5,32,76.7
"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",/universities/national-technical-university-ukraine-igor-sikorsky-kyiv-polytechnic-institute,Europe,Ukraine,Kyiv,https://www.topuniversities.com/sites/default/files/national-technical-university-of-ukraine-igor-sikorsky-kyiv-polytechnic-institute_592560cf2aeae70239af55b9_small.jpg,28.3,299,,False,False,108,216,301+,108,301+,301+,301+,301+,301+,301+,301+,167,70.3,32.7,6,62.9,6.6,6.9,1,1,1,1.3,7.3,46.7
University of Maribor,/universities/university-maribor,Europe,Slovenia,Maribor,https://www.topuniversities.com/sites/default/files/university-of-maribor_592560cf2aeae70239af509c_small.jpg,28.2,300,,False,False,208,251+,190,251+,301+,301+,301+,29,301+,140,301+,38,49.5,15.3,51.7,20.6,15.9,20.1,5.1,95.3,2.1,49.7,35.8,91.5
Université de Rennes 1,/universities/universite-de-rennes-1,Europe,France,Rennes,https://www.topuniversities.com/sites/default/files/universit-de-rennes-1_592560cf2aeae70239af4c8c_small.jpg,28.1,301,,False,False,301+,220,268,251+,n/a,151,301+,301+,n/a,301+,156,301+,25.3,32.3,32.6,13.8,n/a,45.6,20.5,5.2,n/a,14.6,68.6,9.9
University of Wroclaw,/universities/university-wroclaw,Europe,Poland,Wroclaw,https://www.topuniversities.com/sites/default/files/university-of-wroclaw_1465_small.jpg,28,302,,False,False,150,231,=295,194,301+,301+,301+,126,301+,156,301+,274,58.9,30.4,23,37.1,14.6,14.7,2.4,48.6,5.5,44.4,24.4,23.9
Nantes Université,/universities/nantes-universite,Europe,France,Nantes,https://www.topuniversities.com/sites/default/files/universit-de-nantes_592560cf2aeae70239af55c0_small.jpg,28,303,,False,False,301+,251+,252,251+,301+,177,276,267,286,171,99,301+,16.5,22,35.4,9.5,11.4,41.9,26.6,17.2,17.2,39.3,81.4,6.7
Philipps-Universität Marburg ,/universities/philipps-universitat-marburg,Europe,Germany,Marburg,https://www.topuniversities.com/sites/default/files/philipps-universitt-marburg_392_small.jpg,27.7,304,,False,False,301+,239,301+,251+,301+,162,211,301+,289,301+,301+,301+,12.3,28.9,20.7,22.4,17.2,43.8,42.6,5.4,16.9,5.8,35.8,14.4
University of Modena and Reggio Emilia,/universities/university-modena-reggio-emilia,Europe,Italy,Modena,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,27.5,305,,False,False,301+,251+,=125,251+,301+,50,272,241,301+,69,290,219,5.8,18.8,71.7,11.3,9.2,69.8,27.1,21.6,4.4,73.2,41.2,32.5
University of Patras,/universities/university-patras,Europe,Greece,Patras,https://www.topuniversities.com/sites/default/files/university-of-patras_592560cf2aeae70239af4c6f_small.jpg,27.5,306,4,False,False,301+,251+,163,171,301+,157,301+,301+,301+,301+,301+,301+,6.9,25.4,59.9,41.9,10.1,44.5,20.2,7.7,1.5,12.5,31.2,11.9
Vilnius Gediminas Technical University (VILNIUS TECH),/universities/vilnius-gediminas-technical-university-vilnius-tech,Europe,Lithuania,Vilnius,https://www.topuniversities.com/sites/default/files/VT_logo-48x48.jpg,27.3,307,,False,False,84,251+,301+,178,164,301+,301+,=136,293,=212,301+,301+,77.7,19.5,8.7,40.5,45.9,18.6,9.9,45.8,16,29.9,18.5,20.2
Università degli Studi di Perugia,/universities/universita-degli-studi-di-perugia,Europe,Italy,Perugia,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-perugia_497_small.jpg,27.1,308,,False,False,301+,251+,102,251+,301+,93,247,175,301+,125,267,301+,9.2,20,77.4,7.5,10.4,59.4,32.8,38.6,7.5,54.1,46.7,5.2
University of Nicosia,/universities/university-nicosia,Europe,Cyprus,Nicosia,https://www.topuniversities.com/sites/default/files/university-of-nicosia_592560cf2aeae70239af597b_small.jpg,26.9,309,5,False,False,124,251+,301+,251+,6,301+,301+,2,128,83,301+,175,66.7,6.8,2,8.1,100,17.4,17.1,100,67.9,69.7,15.6,43.8
Technische Universität Braunschweig,/universities/technische-universitat-braunschweig,Europe,Germany,Braunschweig,https://www.topuniversities.com/sites/default/files/technische-universitt-braunschweig_596_small.jpg,26.8,310,,False,False,88,251+,301+,199,301+,301+,301+,301+,n/a,301+,293,255,75.4,23.2,17.8,36.6,19.8,15.6,11.7,5.4,n/a,5.8,40.1,25.8
Maynooth University,/universities/maynooth-university,Europe,Ireland,Maynooth,https://www.topuniversities.com/sites/default/files/maynooth-university_766_small.jpg,26.7,311,,False,False,301+,251+,301+,251+,287,301+,251,=170,85,301+,301+,301+,19.4,21.3,17.5,26,23.5,23,31.9,38.7,83.7,9,18.6,12.6
Norwegian University of Life Sciences,/universities/norwegian-university-life-sciences,Europe,Norway,Ås,https://www.topuniversities.com/sites/default/files/norwegian-university-of-life-sciences_14423_small.jpg,26.7,312,,False,False,7,251+,n/a,251+,n/a,301+,127,301+,n/a,=268,209,301+,100,13.2,n/a,11.9,n/a,14.6,65.9,5.8,n/a,23.6,57.9,17.7
Verona University,/universities/verona-university,Europe,Italy,Verona,https://www.topuniversities.com/sites/default/files/verona-university_592560cf2aeae70239af5667_small.jpg,26.7,313,,False,False,301+,251+,260,251+,301+,115,200,90,301+,102,252,301+,9.5,18.8,34.3,9.2,9,52.3,44.5,63.7,5.2,61.5,50.6,5.8
University of Westminster,/universities/university-westminster,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/university-of-westminster_592560cf2aeae70239af4d26_small.jpg,26.6,314,,False,False,301+,250,301+,251+,53,301+,301+,301+,114,301+,301+,194,14.2,26.9,8.6,24,74.4,14.2,13.4,8.3,71.7,5.2,10,38.4
University of Trieste,/universities/university-trieste,Europe,Italy,Trieste,https://www.topuniversities.com/sites/default/files/university-of-trieste_624_small.jpg,26.5,315,,False,False,301+,251+,301+,251+,301+,68,264,301+,301+,301+,227,238,10.1,25,15.9,12,14.6,64.5,28.4,5.8,6.9,16.7,55,29.4
V. N. Karazin Kharkiv National University,/universities/v-n-karazin-kharkiv-national-university,Europe,Ukraine,Kharkiv,https://www.topuniversities.com/sites/default/files/v.-n.-karazin-kharkiv-national-university_19511_small.jpg,26.4,316,,False,False,73,251+,301+,173,120,301+,301+,230,301+,133,301+,301+,81.3,26.3,2.6,41.9,57.9,6.5,1,23.6,3.4,52.2,8.1,13.7
Universidad de Valladolid,/universities/universidad-de-valladolid,Europe,Spain,Valladolid,https://www.topuniversities.com/sites/default/files/universidad-de-valladolid_592560cf2aeae70239af507c_small.jpg,26.2,317,,False,False,107,251+,n/a,251+,301+,301+,301+,77,301+,48,169,301+,70.4,22,n/a,11.7,9.4,13.3,4.4,70.6,8.1,82.4,66.8,13.8
University of Vaasa,/universities/university-vaasa,Europe,Finland,Vaasa,https://www.topuniversities.com/sites/default/files/210928012752pm545397Vaasan-Yliopisto-logo-pysty-48x48.jpg,26.2,318,,False,False,301+,251+,n/a,251+,301+,301+,14,=138,127,163,301+,205,23.7,8.4,n/a,14.2,8.5,21.4,98.3,43.5,67.9,42.4,5.3,35.5
Gdańsk University of Technology,/universities/gdansk-university-technology,Europe,Poland,Gdańsk,https://www.topuniversities.com/sites/default/files/gdask-university-of-technology_592560e59988f300e2321bdf_small.jpg,25.9,319,,False,False,175,251+,=258,191,301+,251,301+,113,301+,239,301+,301+,55.3,19.9,34.5,37.4,12.7,31.5,7.6,53.2,3.6,27.5,30.5,9.6
University of Mons ,/universities/university-mons,Europe,Belgium,Mons,https://www.topuniversities.com/sites/default/files/university-of-mons-_592560cf2aeae70239af4f68_small.jpg,25.8,320,,False,False,301+,251+,301+,230,163,103,233,=246,219,=261,301+,301+,7.9,14.9,8.3,32.5,47,55.6,36.8,20.3,33.6,23.8,19.6,18.3
University of Lincoln,/universities/university-lincoln,Europe,United Kingdom,Lincoln,https://www.topuniversities.com/sites/default/files/university-of-lincoln_592560cf2aeae70239af50f6_small.jpg,25.4,321,5,False,False,301+,251+,=171,251+,197,301+,204,301+,149,301+,301+,301+,18.9,13.6,57,18.2,38.2,20.4,43.9,5.5,58.7,5.4,27.3,7.9
Keele University,/universities/keele-university,Europe,United Kingdom,Keele,https://www.topuniversities.com/sites/default/files/230707030402pm540140200px-x-200px-logo-48x48.jpg,25.1,322,,False,False,301+,251+,301+,251+,285,228,148,301+,173,301+,301+,301+,29.8,14.8,13.2,14.3,23.8,35.5,56.6,7.7,48.5,10.9,30.2,15.1
Wroclaw University of Science and Technology (WRUST),/universities/wroclaw-university-science-technology-wrust,Europe,Poland,Wroclaw ,https://www.topuniversities.com/sites/default/files/wroclaw-university-of-technology_592560cf2aeae70239af5039_small.jpg,25.1,323,,False,False,180,251+,301+,170,301+,301+,301+,107,301+,282,301+,301+,54.2,25,8.3,42.6,9.1,23.2,1.6,55,3.6,21.1,25.6,10.5
Universidade de Vigo,/universities/universidade-de-vigo,Europe,Spain,Vigo,https://www.topuniversities.com/sites/default/files/220406023231pm599996220331033736pm534640Logo-UVigo-200x200-48x48.jpg,25,324,,False,False,301+,251+,=155,251+,301+,208,301+,134,301+,108,236,301+,19.3,18.1,61,16.5,9.5,38.1,12.1,46.1,2.5,60,53.3,6.4
University of Pecs,/universities/university-pecs,Europe,Hungary,Pécs,https://www.topuniversities.com/sites/default/files/university-of-pcs_592560cf2aeae70239af4fff_small.jpg,24.9,325,,False,False,152,247,301+,251+,100,301+,301+,205,301+,250,301+,301+,58.9,27.4,13,24.8,63.1,8.7,2.2,28.7,9.6,25.8,18.7,14.5
University of Lodz,/universities/university-lodz,Europe,Poland,Lodz,https://www.topuniversities.com/sites/default/files/university-of-lodz_592560cf2aeae70239af4be4_small.jpg,24.8,326,,False,False,143,251+,301+,251+,301+,301+,301+,38,301+,260,274,278,60.6,24.7,10.9,14.1,20.2,12.3,1.5,87.4,4.6,23.8,46.2,23.4
