University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Employer Reputation Rank,Faculty Student Ratio Rank,Web Impact Rank,Academic Reputation Rank,Faculty Staff with PhD Rank,International Research Network Rank,Citations per Paper Rank,Papers per Faculty Rank,Employer Reputation Score,Faculty Student Ratio Score,Web Impact Score,Academic Reputation Score,Faculty Staff with PhD Score,International Research Network Score,Citations per Paper Score,Papers per Faculty Score
Universidade de São Paulo,/universities/universidade-de-sao-paulo,Latin America,Brazil,São Paulo,https://www.topuniversities.com/sites/default/files/universidade-de-so-paulo_550_small.jpg,100,1,,FALSE,FALSE,9,102,2,4,4,1,35,1,98.8,52,100,100,100,100,77.3,100
Pontificia Universidad Católica de Chile (UC),/universities/pontificia-universidad-católica-de-chile-uc,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-chile-uc_107_small.jpg,99.1,2,,FALSE,FALSE,1,108,21,3,43,3,20,13,100,49.4,83.7,100,91.9,99.9,87,96.9
Universidade Estadual de Campinas (Unicamp),/universities/universidade-estadual-de-campinas-unicamp,Latin America,Brazil,Campinas,https://www.topuniversities.com/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,96.2,3,,FALSE,FALSE,25,148,4,6,5,4,22,2,83.7,39.6,99.9,99.8,100,99.9,85.5,100
Tecnológico de Monterrey,/universities/tecnologico-de-monterrey,Latin America,Mexico,Monterrey,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-y-de-estudios-superiores-de-monterrey_592560cf2aeae70239af4cd6_small.jpg,95.4,4,6,FALSE,FALSE,5,34,20,10,86,14,11,161,100,90.5,83.8,96.7,58.4,97.1,98.3,16.2
Universidad de Chile,/universities/universidad-de-chile,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/universidad-de-chile_121_small.jpg,94.9,5,,FALSE,FALSE,7,201+,7,5,66,6,26,7,100,24.6,99.2,100,73.7,99.8,83.1,98.4
Universidad de los Andes,/universities/universidad-de-los-andes,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes_592560cf2aeae70239af4bf6_small.jpg,92.8,6,,FALSE,FALSE,4,127,13,8,59,16,56,27,100,43.9,89.8,99.5,77.9,96.2,58.3,82.5
Universidad Nacional Autónoma de México  (UNAM),/universities/universidad-nacional-autonoma-de-mexico-unam,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/universidad-nacional-autnoma-de-mxico-unam_425_small.jpg,91.3,7,,FALSE,FALSE,2,58,1,1,93,2,68,100,100,74.5,100,100,54.4,100,51.4,33.4
Universidade Federal do Rio de Janeiro,/universities/universidade-federal-do-rio-de-janeiro,Latin America,Brazil,Rio de Janeiro,https://www.topuniversities.com/sites/default/files/220127083943pm152751UFRJ-Vertical-Impresso-Positivo-ai-48x48.jpg,90.3,8,,FALSE,FALSE,38,147,5,9,8,5,65,15,75.1,39.6,99.8,99.1,99.7,99.9,52.6,96.4
Universidad de Buenos Aires (UBA),/universities/universidad-de-buenos-aires-uba,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/universidad-de-buenos-aires-uba_78_small.jpg,88.4,9,,FALSE,FALSE,3,26,6,2,90,9,201+,151,100,95.7,99.3,100,56.1,99.2,10.8,17.9
UNESP,/universities/unesp,Latin America,Brazil,Sao Paulo,https://www.topuniversities.com/sites/default/files/unesp_492_small.jpg,85.7,10,,FALSE,FALSE,40,158,10,15,1,8,95,3,73.4,35.6,97.3,91.1,100,99.5,40.9,100
Universidad de Concepción,/universities/universidad-de-concepcion,Latin America,Chile,Concepción,https://www.topuniversities.com/sites/default/files/universidad-de-concepcin_1700_small.jpg,84.1,11,,FALSE,FALSE,24,176,18,21,77,12,16,26,84.9,32,84.5,80.7,66.3,97.8,88.7,82.7
Universidad Nacional de Colombia,/universities/universidad-nacional-de-colombia,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-colombia_592560cf2aeae70239af4b0b_small.jpg,83.7,12,,FALSE,FALSE,6,201+,24,7,64,15,201+,40,100,17.9,78.1,99.7,75.3,97,12.7,71.5
Pontificia Universidad Catolica del Peru (PUCP),/universities/pontificia-universidad-catolica-del-peru-pucp,Latin America,Peru,Lima,https://www.topuniversities.com/sites/default/files/210825042529am231772Isotipo-PUCP-200x200-48x48.jpg,78.9,13,,FALSE,FALSE,11,90,22,11,183,49,105,158,97.2,57.6,83.6,95.7,22.5,82.6,38.3,16.5
Universidade Federal de Minas Gerais      ,/universities/universidade-federal-de-minas-gerais,Latin America,Brazil,Belo Horizonte,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,77.9,14,,FALSE,FALSE,86,170,3,17,7,10,69,19,40.7,33.5,100,86.9,99.9,98.9,51.1,94.7
Universidad de Santiago de Chile (USACH),/universities/universidad-de-santiago-de-chile-usach,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/universidad-de-santiago-de-chile-usach_548_small.jpg,77.6,15,,FALSE,FALSE,12,201+,58,12,138,26,121,43,95,24.8,45.4,94.5,38.1,93.8,33,68.7
Pontificia Universidad Javeriana,/universities/pontificia-universidad-javeriana,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/pontificia-universidad-javeriana_592560cf2aeae70239af514a_small.jpg,76.6,16,,FALSE,FALSE,8,97,33,13,151,39,201+,153,99.3,54.2,66.7,94.1,33.8,89.2,11,17.4
Pontifícia Universidade Católica do Rio de Janeiro,/universities/pontificia-universidade-catolica-do-rio-de-janeiro,Latin America,Brazil,Rio de Janeiro,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-de-janeiro_526_small.jpg,75.5,17,,FALSE,FALSE,58,188,36,18,40,52,96,14,57.7,29.5,65.3,86.4,93.1,81.8,40.8,96.7
Universidade Federal do Rio Grande Do Sul ,/universities/universidade-federal-do-rio-grande-do-sul,Latin America,Brazil,Porto Alegre,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-sul_2239_small.jpg,75.2,18,,FALSE,FALSE,151+,132,14,20,10,7,41,12,20.6,42.8,88.3,83.7,99.6,99.5,71.6,97.3
Universidad de Antioquia,/universities/universidad-de-antioquia,Latin America,Colombia,Medellin,https://www.topuniversities.com/sites/default/files/universidad-de-antioquia_592560cf2aeae70239af5149_small.jpg,74.6,19,4,FALSE,FALSE,26,201+,46,19,79,40,87,44,83.3,12.3,57.5,84.4,65.8,88.4,43.6,68.1
Universidad de Costa Rica,/universities/universidad-de-costa-rica,Latin America,Costa Rica,San Jose,https://www.topuniversities.com/sites/default/files/universidad-de-costa-rica_789_small.jpg,72.7,20,,FALSE,FALSE,19,67,37,16,n/a,30,123,163,89.5,69.5,64.5,87.3,n/a,92.3,32.4,15.4
Universidad Nacional de La Plata (UNLP),/universities/universidad-nacional-de-la-plata-unlp,Latin America,Argentina,La Plata,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-la-plata-unlp_1690_small.jpg,72,21,,FALSE,FALSE,45,73,8,14,201+,21,170,118,70.3,65.5,97.8,91.8,8.7,95.1,22,25.9
Pontificia Universidad Católica de Valparaíso,/universities/pontificia-universidad-catolica-de-valparaiso,Latin America,Chile,Valparaíso,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-de-valparaso_733_small.jpg,68.8,22,,FALSE,FALSE,46,201+,99,22,72,34,158,16,69.8,14.4,31.8,78.9,69,91.3,24.5,96.1
Universidade Federal de Santa Catarina ,/universities/universidade-federal-de-santa-catarina,Latin America,Brazil,Florianópolis,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,68.7,23,,FALSE,FALSE,151+,119,9,34,9,11,67,17,20.6,46.4,97.4,68.4,99.7,98.1,51.8,95.5
Universidad Austral,/universities/universidad-austral,Latin America,Argentina,Pilar,https://www.topuniversities.com/sites/default/files/universidad-austral_38_small.jpg,68.1,24,,FALSE,FALSE,23,23,201+,40,111,201+,13,201+,86.4,96.3,11.4,64.4,45.7,16.4,97.3,10.8
Universidade de Brasília,/universities/universidade-de-brasilia,Latin America,Brazil,Brasília,https://www.topuniversities.com/sites/default/files/universidade-de-braslia_1726_small.jpg,67.4,25,,FALSE,FALSE,95,201+,15,24,14,13,188,31,36.3,21.2,88.1,78,99.4,97.5,18.2,79.5
Universidad Adolfo Ibáñez,/universities/universidad-adolfo-ibanez,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/universidad-adolfo-ibez-_11_small.jpg,66.9,26,,FALSE,FALSE,10,201+,108,41,55,87,172,29,97.2,15.2,29.3,63.5,85,60.8,21.2,80.3
Universidade Federal de São Paulo,/universities/universidade-federal-de-sao-paulo,Latin America,Brazil,São Paulo,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg,66.4,27,,FALSE,FALSE,144,8,45,67,15,27,39,28,22.3,99.9,59,45.8,99.2,93.7,72.2,81.7
Instituto Politécnico Nacional (IPN),/universities/instituto-politecnico-nacional-ipn,Latin America,Mexico,Ciudad de México,https://www.topuniversities.com/sites/default/files/instituto-politcnico-nacional-ipn_592560cf2aeae70239af5483_small.jpg,64.5,28,4,FALSE,FALSE,20,201+,40,30,201+,28,124,119,89,24.7,62.9,70.1,17.3,93.4,31.9,25.9
Universidad Autónoma Metropolitana (UAM),/universities/universidad-autonoma-metropolitana-uam,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/universidad-autnoma-metropolitana-uam_592560cf2aeae70239af54af_small.jpg,63.4,29,,FALSE,FALSE,65,201+,47,25,53,35,175,81,53.8,11.2,55.5,75.4,85.7,90.4,20.5,41
Universidade Federal de São Carlos (UFSCar),/universities/universidade-federal-de-sao-carlos-ufscar,Latin America,Brazil,São Paulo,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,63.2,30,,FALSE,FALSE,141,139,23,60,6,29,45,4,22.9,41.5,81.9,49.1,100,92.9,69.8,99.9
Universidad Técnica Federico Santa María (USM),/universities/universidad-tecnica-federico-santa-maria-usm,Latin America,Chile,Valparaíso,https://www.topuniversities.com/sites/default/files/universidad-tcnica-federico-santa-mara-usm_592560cf2aeae70239af52cb_small.jpg,61.9,31,,FALSE,FALSE,30,201+,119,80,88,19,28,38,80,9.5,27,40.8,57.5,95.4,80.6,73.6
Universidad del Rosario,/universities/universidad-del-rosario,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,61.5,32,4,FALSE,FALSE,17,80,56,53,155,101,102,91,90.7,61,47.2,53.5,32,56.4,39.6,35.8
Universidad Diego Portales (UDP),/universities/universidad-diego-portales-udp,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/universidad-diego-portales-udp_159_small.jpg,61.3,33,,FALSE,FALSE,41,201+,189,49,195,46,2,97,72.6,24.6,17.7,56.9,19.8,84.1,100,33.7
Universidad de La Habana,/universities/universidad-de-la-habana,Latin America,Cuba,Havana,https://www.topuniversities.com/sites/default/files/221020033509pm867038295-UH-Color-48x48.jpg,61.3,34,,FALSE,FALSE,50,25,164,36,95,80,201+,166,64,96.2,20.2,67.7,53.6,62.9,8.6,15
Pontificia Universidad Católica Argentina,/universities/pontificia-universidad-catolica-argentina,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-argentina_592560cf2aeae70239af5486_small.jpg,61,35,,FALSE,FALSE,16,5,102,32,188,133,201+,201+,90.8,100,30,69.1,21.1,38.3,2.8,3
Universidad Nacional de Córdoba - UNC,/universities/universidad-nacional-de-cordoba-unc,Latin America,Argentina,Córdoba,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_small.jpg,60.7,36,,FALSE,FALSE,61,201+,19,26,105,31,182,173,56.9,18.3,84.4,74.5,48.1,92.1,19.7,14
Universidade Federal do Paraná - UFPR,/universities/universidade-federal-do-parana-ufpr,Latin America,Brazil,Curitiba,https://www.topuniversities.com/sites/default/files/universidade-federal-do-paran-ufpr_1730_small.jpg,60.6,37,,FALSE,FALSE,128,106,12,55,19,45,107,22,25.9,50.6,89.8,50.9,98.4,85.2,37.1,86.1
Universidad Austral de Chile,/universities/universidad-austral-de-chile,Latin America,Chile,Valdivia,https://www.topuniversities.com/sites/default/files/universidad-austral-de-chile_1704_small.jpg,60.2,38,,FALSE,FALSE,74,201+,66,44,48,23,138,18,47.5,10.2,43,58.6,88.8,94.1,27.1,95.4
Universidad Central de Venezuela,/universities/universidad-central-de-venezuela,Latin America,Venezuela,Caracas,https://www.topuniversities.com/sites/default/files/universidad-central-de-venezuela_592560cf2aeae70239af54c0_small.jpg,59.3,39,,FALSE,FALSE,18,92,86,29,n/a,81,190,201+,90.2,56.4,35.2,71.8,n/a,62.8,17.5,3.6
Universidad de la República (Udelar),/universities/universidad-de-la-republica-udelar,Latin America,Uruguay,Montevideo,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_small.jpg,59.3,40,,FALSE,FALSE,60,142,124,27,182,22,101,190,57.1,40.4,26.1,73.7,22.9,94.6,39.7,12.1
Universidad de Guadalajara (UDG),/universities/universidad-de-guadalajara-udg,Latin America,Mexico,Guadalajara,https://www.topuniversities.com/sites/default/files/universidad-de-guadalajara-udg_592560cf2aeae70239af5137_small.jpg,57.9,41,4,FALSE,FALSE,82,116,16,31,128,25,180,201+,41.7,47.6,87.9,69.4,39.3,93.9,19.8,5.9
Universidad Iberoamericana Ciudad de México - IBERO,/universities/universidad-iberoamericana-ciudad-de-mexico-ibero,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/240131094720pm844056LOGO-200x200-48x48.jpg,56.9,42,,FALSE,FALSE,27,65,117,38,137,201+,155,201+,82.9,69.7,27.5,65.1,38.1,19.8,24.7,6.2
Universidad de La Sabana,/universities/universidad-de-la-sabana,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/universidad-de-la-sabana_592560cf2aeae70239af4bcf_small.jpg,56.8,43,,FALSE,FALSE,14,160,48,39,198,152,160,131,91.8,35.4,55.4,64.6,19,34.4,24.4,21.9
Instituto Tecnológico Autónomo de México (ITAM),/universities/instituto-tecnologico-autonomo-de-mexico-itam,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/instituto-tecnolgico-autnomo-de-mxico-itam_592560cf2aeae70239af4da6_small.jpg,56.7,44,,FALSE,FALSE,21,178,143,47,47,197,201+,135,88.5,31.9,23.7,57.3,90.5,23.6,10.2,21.6
Universidad Torcuato Di Tella,/universities/universidad-torcuato-di-tella,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/universidad-torcuato-di-tella_592560cf2aeae70239af4ced_small.jpg,56.3,45,,FALSE,FALSE,34,125,187,63,3,201+,89,71,76.5,44.4,17.8,47.5,100,9,42.8,47.4
Universidad de Puerto Rico,/universities/universidad-de-puerto-rico,Latin America,Puerto Rico,San Juan,https://www.topuniversities.com/sites/default/files/universidad-de-puerto-rico_592560cf2aeae70239af54dd_small.jpg,55.1,46,,FALSE,FALSE,121,124,34,88,60,51,9,182,26.8,44.7,66.6,38.9,77.5,81.8,98.8,13.1
Universidad Simón Bolívar (USB),/universities/universidad-simon-bolivar-usb,Latin America,Venezuela,Caracas,https://www.topuniversities.com/sites/default/files/universidad-simn-bolvar-usb_592560cf2aeae70239af5515_small.jpg,54.7,47,,FALSE,FALSE,39,117,201+,43,201+,129,60,101,74.7,47.4,13.8,60,14.7,39.1,56,32.8
Universidade Federal de Pernambuco (UFPE) ,/universities/universidade-federal-de-pernambuco-ufpe,Latin America,Brazil,Recife,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,54.3,48,,FALSE,FALSE,151+,128,25,58,29,18,142,39,10.2,43.9,77.1,49.1,96.6,95.7,26.5,73.3
Universidad Nacional Mayor de San Marcos,/universities/universidad-nacional-mayor-de-san-marcos,Latin America,Peru,Lima,https://www.topuniversities.com/sites/default/files/universidad-nacional-mayor-de-san-marcos_592560cf2aeae70239af5158_small.jpg,54,49,,FALSE,FALSE,33,201+,27,33,n/a,59,201+,169,77.4,18.2,76.2,68.5,n/a,77.4,1.5,14.6
Universidad Peruana Cayetano Heredia (UPCH),/universities/universidad-peruana-cayetano-heredia-upch,Latin America,Peru,San Martin,https://www.topuniversities.com/sites/default/files/universidad-peruana-cayetano-heredia-upch_592560cf2aeae70239af550f_small.jpg,53.3,50,,FALSE,FALSE,79,20,113,82,201+,53,30,143,43.2,97.4,28.4,39.9,8.3,81.3,79.6,19.2
Universidad de los Andes - Chile,/universities/universidad-de-los-andes-chile,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-chile_2638_small.jpg,52.6,51,,FALSE,FALSE,36,201+,201+,54,144,85,139,68,75.3,25.4,13.1,53.1,35.1,61.3,26.9,50.2
Universidad San Francisco de Quito (USFQ),/universities/universidad-san-francisco-de-quito-usfq,Latin America,Ecuador,Quito,https://www.topuniversities.com/sites/default/files/universidad-san-francisco-de-quito-usfq_592560cf2aeae70239af54e1_small.jpg,52.5,52,,FALSE,FALSE,77,47,116,57,131,65,127,114,45.3,79.5,27.9,50.4,39,70.2,30.9,28.2
Universidad del Norte ,/universities/universidad-del-norte,Latin America,Colombia,Barranquilla,https://www.topuniversities.com/sites/default/files/universidad-del-norte-_592560cf2aeae70239af54ec_small.jpg,52.4,53,,FALSE,FALSE,48,172,60,81,81,63,178,73,65.9,33.2,45,40,63.2,74.2,20,46.2
Universidad del Valle,/universities/universidad-del-valle,Latin America,Colombia,Cali,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,51.9,54,,FALSE,FALSE,66,201+,100,37,153,91,108,137,53.7,24.5,31.2,65.2,33.3,59.9,36.7,21.2
Universidade Federal Fluminense ,/universities/universidade-federal-fluminense,Latin America,Brazil,Rio de Janeiro,https://www.topuniversities.com/sites/default/files/universidade-federal-fluminense-_592560cf2aeae70239af5147_small.jpg,51.8,55,,FALSE,FALSE,151+,200,17,83,20,17,91,58,13.9,26.4,86.1,39.9,98.4,95.7,42.6,57.9
Universidad de Talca,/universities/universidad-de-talca,Latin America,Chile,Talca,https://www.topuniversities.com/sites/default/files/universidad-de-talca_592560cf2aeae70239af5129_small.jpg,51.7,56,,FALSE,FALSE,99,201+,94,70,83,41,76,24,35.7,19.5,32.4,44.6,62.5,88.2,48.6,83.9
Universidad Autónoma de Nuevo León,/universities/universidad-autonoma-de-nuevo-leon,Latin America,Mexico,San Nicolás de los Garza,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-nuevo-len_592560cf2aeae70239af5136_small.jpg,51.2,57,,FALSE,FALSE,72,201+,75,45,136,55,63,170,48.5,5.6,39.8,58.1,38.9,80.6,53.4,14.5
Universidad de las Américas Puebla (UDLAP),/universities/universidad-de-las-americas-puebla-udlap,Latin America,Mexico,Cholula,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-puebla-udlap_2637_small.jpg,51,58,5,FALSE,FALSE,70,36,77,102,23,182,129,146,50.8,86.6,37.4,34.6,97.7,27.3,30.6,18.8
Universidad de La Frontera (UFRO),/universities/universidad-de-la-frontera-ufro,Latin America,Chile,Temuco,https://www.topuniversities.com/sites/default/files/universidad-de-la-frontera-ufro_592560cf2aeae70239af512b_small.jpg,49.9,59,,FALSE,FALSE,151+,201+,139,85,73,20,43,20,20.9,12.8,24,39.2,68.4,95.3,70.9,93.6
Escuela Superior Politécnica del Litoral (ESPOL),/universities/escuela-superior-politecnica-del-litoral-espol,Latin America,Ecuador,Guayaquil,https://www.topuniversities.com/sites/default/files/escuela-superior-politcnica-del-litoral-espol_592560cf2aeae70239af547f_small.jpg,49.5,60,,FALSE,FALSE,80,93,95,68,140,68,88,92,43.1,56.4,32.3,45.6,37.6,68.1,42.9,35.8
"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",/universities/pontificia-universidade-catolica-do-rio-grande-do-sul-pucrs,Latin America,Brazil,Porto Alegre,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-do-rio-grande-do-sul-pucrs_592560cf2aeae70239af548e_small.jpg,49.3,61,,FALSE,FALSE,151+,201+,74,115,25,86,18,10,16.5,23.6,40.2,29.3,97.2,61,87.9,97.4
Universidad EAFIT,/universities/universidad-eafit,Latin America,Colombia,Medellin,https://www.topuniversities.com/sites/default/files/universidad-eafit_592560cf2aeae70239af4d9b_small.jpg,49.2,62,,FALSE,FALSE,22,201+,125,59,115,159,201+,93,88.1,14.4,26,49.1,44.7,32,13.8,35.6
Universidad Católica Andres Bello,/universities/universidad-catolica-andres-bello,Latin America,Venezuela,Caracas City,https://www.topuniversities.com/sites/default/files/universidad-catlica-andres-bello_592560cf2aeae70239af4a98_small.jpg,48.9,63,,FALSE,FALSE,13,201+,201+,23,201+,n/a,n/a,201+,93.4,14.3,13,78.9,10.9,n/a,n/a,2.1
Universidad Andrés Bello,/universities/universidad-andres-bello,Latin America,Chile,Santiago,https://www.topuniversities.com/sites/default/files/universidad-andrs-bello_2576_small.jpg,48.7,64,4,FALSE,FALSE,73,201+,112,73,194,24,48,115,47.8,19.9,28.6,43.6,20.1,94,65.9,27.4
Pontifícia Universidade Católica de São Paulo,/universities/pontifcia-universidade-catlica-de-so-paulo,Latin America,Brazil,São Paulo,https://www.topuniversities.com/sites/default/files/pontifcia-universidade-catlica-de-so-paulo_592560cf2aeae70239af549d_small.jpg,48.6,65,,FALSE,FALSE,63,59,51,69,32,201+,201+,179,54.4,74.3,52.2,45.6,96.4,3.3,1.1,13.3
Universidad Nacional de Rosario (UNR),/universities/universidad-nacional-de-rosario-unr,Latin America,Argentina,Rosario,https://www.topuniversities.com/sites/default/files/211123024202pm491653Logo-UNR-HD-USO-OFICIAL-page-0001-48x48.jpg,48.6,66,,FALSE,FALSE,93,50,63,35,201+,105,201+,201+,37.1,77.7,44.3,68.1,5.7,54.3,13.2,3.7
Universidad de San Andrés - UdeSA,/universities/universidad-de-san-andres-udesa,Latin America,Argentina,Buenos Aires,https://www.topuniversities.com/sites/default/files/universidad-de-san-andrs-udesa_1699_small.jpg,48.5,67,,FALSE,FALSE,49,42,201+,117,49,198,173,116,65,81.9,15.5,29,88.2,23.4,21.1,27
Universidad Panamericana (UP),/universities/universidad-panamericana,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/220110044732pm195521Logo-QS-Hub-v2-48x48.jpg,47.8,68,4,FALSE,FALSE,42,15,191,97,199,97,201+,201+,72.6,98.5,17.5,36.2,18.8,57.7,4.4,7.2
Universidade Federal do Ceará (UFC),/universities/universidade-federal-do-ceara-ufc,Latin America,Brazil,Fortaleza,https://www.topuniversities.com/sites/default/files/universidade-federal-do-cear-ufc_592560cf2aeae70239af5148_small.jpg,47.7,69,,FALSE,FALSE,151+,201+,35,111,18,44,70,23,13,14.8,66.5,30.8,98.7,86.2,50.9,84.8
Universidad de Montevideo (UM),/universities/universidad-de-montevideo-um,Latin America,Uruguay,Montevideo,https://www.topuniversities.com/sites/default/files/universidad-de-montevideo-um_695_small.jpg,47.4,70,,FALSE,FALSE,51,19,201+,42,190,201+,201+,201+,62.8,97.6,6.6,61.8,20.4,5.2,2.5,4.5
Universidade Federal de Santa Maria,/universities/universidade-federal-de-santa-maria,Latin America,Brazil,Santa Maria,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-maria_592560cf2aeae70239af553e_small.jpg,47.4,71,,FALSE,FALSE,151+,114,38,130,27,42,64,33,4.2,48.1,63.7,26.3,96.8,86.7,53.2,77.3
Universidad Pontificia Bolivariana ,/universities/universidad-pontificia-bolivariana,Latin America,Colombia,Medellín,https://www.topuniversities.com/sites/default/files/universidad-pontificia-bolivariana-_592560cf2aeae70239af5511_small.jpg,47.2,72,,FALSE,FALSE,57,16,195,90,177,82,201+,127,58.5,98.2,17.2,38.5,24.7,62.7,2.8,22.7
Universidade Federal da Bahia,/universities/universidade-federal-da-bahia,Latin America,Brazil,Salvador,https://www.topuniversities.com/sites/default/files/universidade-federal-da-bahia_592560cf2aeae70239af5146_small.jpg,47.1,73,,FALSE,FALSE,151+,201+,11,93,33,38,189,60,11.9,25.3,93.1,37.4,96.3,89.3,18.1,56
Universidad Anáhuac México,/universities/universidad-anahuac-mexico,Latin America,Mexico,Huixquilucan,https://www.topuniversities.com/sites/default/files/universidad-anahuac_592560cf2aeae70239af4a97_small.jpg,47,74,,FALSE,FALSE,32,56,137,65,158,201+,201+,201+,77.4,74.9,24.2,47,29.6,14.6,9.6,4
Universidad Autónoma del Estado de México (UAEMex),/universities/universidad-autonoma-del-estado-de-mexico-uaemex,Latin America,Mexico,Toluca de Lerdo,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-mxico-uaemex_2249_small.jpg,46.9,75,3,FALSE,FALSE,87,201+,101,28,152,121,152,201+,40.6,14.4,30.8,72.1,33.5,46.1,25.4,10.2
Universidad de Los Andes - (ULA) Mérida,/universities/universidad-de-los-andes-ula-merida,Latin America,Venezuela,Merida,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-ula-mrida_592560cf2aeae70239af54d2_small.jpg,46.7,76,,FALSE,FALSE,69,74,114,51,193,90,201+,201+,52.2,65,28.1,55.4,20.1,60.1,2.2,8.4
Universidad de Valparaíso (UV),/universities/universidad-de-valparaiso-uv,Latin America,Chile,Valparaíso,https://www.topuniversities.com/sites/default/files/universidad-de-valparaso-uv_592560cf2aeae70239af54e3_small.jpg,46.4,77,,FALSE,FALSE,109,201+,67,76,135,36,83,65,30.8,22.4,42.8,42.1,38.9,90.1,46.7,52
Universidad Externado de Colombia ,/universities/universidad-externado-de-colombia,Latin America,Colombia,Bogotá,https://www.topuniversities.com/sites/default/files/universidad-externado-de-colombia_795_small.jpg,45.8,78,,FALSE,FALSE,15,91,185,56,197,201+,201+,201+,91.7,56.6,18.3,50.7,19.1,3.5,1.4,4.8
Benemerita Universidad Autonoma de Puebla,/universities/benemerita-universidad-autonoma-de-puebla,Latin America,Mexico,Puebla,https://www.topuniversities.com/sites/default/files/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_small.jpg,45.4,79,,FALSE,FALSE,116,201+,59,46,85,76,128,125,28.8,5.2,45,57.7,59.1,64.3,30.8,23.1
"El Colegio de México, A.C.",/universities/el-colegio-de-mexico-ac,Latin America,Mexico,Mexico City,https://www.topuniversities.com/sites/default/files/el-colegio-de-mxico-a.c._592560cf2aeae70239af547b_small.jpg,43.9,80,,FALSE,FALSE,151+,1,131,50,62,201+,201+,107,16.1,100,25,56.5,76.6,2,1.1,31.6
Universidad Nacional de Cuyo,/universities/universidad-nacional-de-cuyo,Latin America,Argentina,Mendoza,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-cuyo_592560cf2aeae70239af5124_small.jpg,43.8,81,,FALSE,FALSE,114,98,201+,61,201+,62,75,191,29.5,53.7,15.6,48.8,10.3,75.4,50.4,12.1
Universidad ORT Uruguay,/universities/universidad-ort-uruguay,Latin America,Uruguay,Montevideo,https://www.topuniversities.com/sites/default/files/universidad-ort-uruguay_470_small.jpg,43.7,82,,FALSE,FALSE,62,17,201+,64,201+,201+,148,201+,55.8,98.2,10,47.1,11.8,12.6,25.8,4.1
