University Name,Path,Absolute Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Citations per Faculty Rank,International Students Ratio Rank,Faculty Student Ratio Rank,International Faculty Ratio Rank,Academic Reputation Rank,Sustainability Rank,International Research Network Rank,Employment Outcomes Rank,Employer Reputation Rank,Citations per Faculty Score,International Students Ratio Score,Faculty Student Ratio Score,International Faculty Ratio Score,Academic Reputation Score,Sustainability Score,International Research Network Score,Employment Outcomes Score,Employer Reputation Score
Rutgers University–New Brunswick,/universities/rutgers-university-new-brunswick,https://www.topuniversities.com/universities/rutgers-university-new-brunswick,North America,United States,New Brunswick,https://staging.topuniversities.com/sites/default/files/rutgers-university-new-brunswick_538_small.jpg,33.8,329,,FALSE,FALSE,671,443,333,625,243,55,361,459,340,12.8,28.2,46.3,18,36.2,95.4,78,25.7,28.1
University of Delhi,/universities/university-delhi,https://www.topuniversities.com/universities/university-delhi,Asia,India,New Delhi,https://staging.topuniversities.com/sites/default/files/university-of-delhi_156_small.jpg,33.8,330,,FALSE,FALSE,488,701+,701+,701+,225,220,406,44,269,25.9,1.5,4.3,1.3,38.1,70.6,75.1,96,35.3
"Sun Yat-sen University, Guangzhou",/universities/sun-yat-sen-university-guangzhou,https://www.topuniversities.com/universities/sun-yat-sen-university-guangzhou,Asia,China (Mainland),Guangzhou,https://staging.topuniversities.com/sites/default/files/sun-yat-sen-university_888_small.jpg,33.7,331,,FALSE,FALSE,269,701+,329,701+,278,581,370,536,329,49.5,3.6,46.4,2.2,31.8,15.9,77.4,21.4,28.8
American University of Sharjah,/universities/american-university-sharjah,https://www.topuniversities.com/universities/american-university-sharjah,Asia,United Arab Emirates,Sharjah,https://staging.topuniversities.com/sites/default/files/211216011743pm346028American-University-of-Sharjah-AUS-Stacked-200X200px-48x48.jpg,33.6,332,,FALSE,FALSE,511,8,696,3,421,567,701+,267,245,23.9,100,19.1,100,20.9,16.5,48.1,48,38.6
University of East Anglia (UEA),/universities/university-east-anglia-uea,https://www.topuniversities.com/universities/university-east-anglia-uea,Europe,United Kingdom,Norwich,https://staging.topuniversities.com/sites/default/files/university-of-east-anglia-uea_637_small.jpg,33.6,333,,FALSE,FALSE,209,412,701+,294,522,81,199,575,601+,58.7,32.2,15.2,66.8,17.2,91.4,87.9,19.2,7.2
Université Grenoble Alpes,/universities/universite-grenoble-alpes,https://www.topuniversities.com/universities/universite-grenoble-alpes,Europe,France,Grenoble,https://staging.topuniversities.com/sites/default/files/universit-grenoble-alpes_592560cf2aeae70239af5ab2_small.jpg,33.5,334,,FALSE,FALSE,330,389,701+,594,190,518,78,552,574,41.7,35.1,7.9,20.2,44.7,21.5,94.9,20.7,14.3
Indian Institute of Technology Roorkee (IITR),/universities/indian-institute-technology-roorkee-iitr,https://www.topuniversities.com/universities/indian-institute-technology-roorkee-iitr,Asia,India,Roorkee,https://staging.topuniversities.com/sites/default/files/indian-institute-of-technology-roorkee-iitr_287_small.jpg,33.4,335,,FALSE,FALSE,55,701+,701+,701+,462,386,701+,701+,325,93.8,2,6.8,1.3,19.4,37.9,44.3,6.4,29
Flinders University,/universities/flinders-university,https://www.topuniversities.com/universities/flinders-university,Oceania,Australia,Adelaide,https://staging.topuniversities.com/sites/default/files/230124111744pm518938Flinders-University-Logo-Stacked-RGB-Master-48x48.jpg,33.3,336,,FALSE,FALSE,251,131,701+,127,601+,112,311,701+,601+,51.8,88.8,7.2,97.2,13.5,87.4,80.8,7.4,5.6
Lappeenranta-Lahti University of Technology LUT,/universities/lappeenranta-lahti-university-technology-lut,https://www.topuniversities.com/universities/lappeenranta-lahti-university-technology-lut,Europe,Finland,Lappeenranta,https://staging.topuniversities.com/sites/default/files/lappeenranta-university-of-technology_592560cf2aeae70239af4f7d_small.jpg,33.3,337,,FALSE,FALSE,41,440,701+,334,601+,284,682,701+,601+,97.6,28.5,9.5,56.8,6.4,55.8,55.6,7.9,9.4
Sichuan University,/universities/sichuan-university,https://www.topuniversities.com/universities/sichuan-university,Asia,China (Mainland),Chengdu,https://staging.topuniversities.com/sites/default/files/sichuan-university_885_small.jpg,33.3,338,,FALSE,FALSE,32,701+,701+,701+,433,644,463,701+,601+,98.5,4.9,10.3,7.1,20.4,11,71.3,12.9,12.3
University of the Philippines,/universities/university-philippines,https://www.topuniversities.com/universities/university-philippines,Asia,Philippines,Quezon City,https://staging.topuniversities.com/sites/default/files/university-of-the-philippines_498_small.jpg,33.3,339,,FALSE,FALSE,701+,701+,506,701+,239,230,624,177,119,1.9,1.1,31.1,1.6,36.3,67.7,60.9,65.6,65.3
University of Saskatchewan,/universities/university-saskatchewan,https://www.topuniversities.com/universities/university-saskatchewan,North America,Canada,Saskatoon,https://staging.topuniversities.com/sites/default/files/university-of-saskatchewan_1755_small.jpg,33.2,340,,FALSE,FALSE,219,298,701+,251,601+,89,287,394,601+,57,49.5,18.2,77.3,11.1,90.7,82.3,32.1,5.3
University of South Australia,/universities/university-south-australia,https://www.topuniversities.com/universities/university-south-australia,Oceania,Australia,Adelaide,https://staging.topuniversities.com/sites/default/files/university-of-south-australia_566_small.jpg,33.2,341,5,FALSE,FALSE,413,290,594,92,411,132,238,644,601+,31.9,50.9,24.9,99.8,21.3,83.6,85.5,15.5,12.7
Brunel University London,/universities/brunel-university-london,https://www.topuniversities.com/universities/brunel-university-london,Europe,United Kingdom,London,https://staging.topuniversities.com/sites/default/files/brunel-university-london_592560cf2aeae70239af4acc_small.jpg,33,342,,FALSE,FALSE,297,37,701+,102,601+,214,363,564,601+,46.5,99.8,7.1,99.1,11.1,71.2,77.9,19.9,13.3
Sharif University of Technology,/universities/sharif-university-technology,https://www.topuniversities.com/universities/sharif-university-technology,Asia,Iran,Tehran,https://staging.topuniversities.com/sites/default/files/sharif-university-of-technology_592560cf2aeae70239af4d42_small.jpg,33,343,,FALSE,FALSE,13,701+,701+,701+,601+,701+,610,436,278,99.9,1.2,5.1,2.9,11.5,1.3,61.4,28.2,33.6
Indian Institute of Technology Guwahati (IITG),/universities/indian-institute-technology-guwahati-iitg,https://www.topuniversities.com/universities/indian-institute-technology-guwahati-iitg,Asia,India,Guwahati,https://staging.topuniversities.com/sites/default/files/indian-institute-of-technology-guwahati-iitg_283_small.jpg,32.9,344,,FALSE,FALSE,42,701+,701+,701+,480,701+,701+,701+,295,97.6,1.2,6.4,2.3,18.8,2.2,51.2,4.9,32
Tufts University,/universities/tufts-university,https://www.topuniversities.com/universities/tufts-university,North America,United States,Medford,https://staging.topuniversities.com/sites/default/files/tufts-university_630_small.jpg,32.9,345,,FALSE,FALSE,303,369,285,554,533,151,632,220,601+,45.7,38.1,53.5,23.5,16.9,81,60.2,56.1,7.7
University of Oulu,/universities/university-oulu,https://www.topuniversities.com/universities/university-oulu,Europe,Finland,Oulu,https://staging.topuniversities.com/sites/default/files/university-of-oulu_476_small.jpg,32.9,346,,FALSE,FALSE,207,701+,587,300,582,226,175,528,600,59.4,8.6,25.3,65.3,15.1,68.6,89.4,21.7,13.5
Tilburg University,/universities/tilburg-university,https://www.topuniversities.com/universities/tilburg-university,Europe,Netherlands,Tilburg,https://staging.topuniversities.com/sites/default/files/tilburg-university_592560cf2aeae70239af4ce5_small.jpg,32.8,347,,FALSE,FALSE,229,245,701+,114,594,590,667,685,291,55.1,60.6,10.5,98.4,14.7,15.2,56.8,14.3,32.5
University of Naples - Federico II,/universities/university-naples-federico-ii,https://www.topuniversities.com/universities/university-naples-federico-ii,Europe,Italy,Naples,https://staging.topuniversities.com/sites/default/files/university-of-naples-federico-ii_432_small.jpg,32.8,348,,FALSE,FALSE,172,701+,701+,701+,236,530,129,701+,461,65.1,1.1,4.2,2.2,36.6,20.1,92.5,7.3,19.7
University of Victoria (UVic),/universities/university-victoria-uvic,https://www.topuniversities.com/universities/university-victoria-uvic,North America,Canada,Victoria,https://staging.topuniversities.com/sites/default/files/university-of-victoria-uvic_592560cf2aeae70239af4d0e_small.jpg,32.6,349,,FALSE,FALSE,188,350,701+,152,530,139,701+,701+,601+,62.5,40.9,3.9,94.7,17,82.9,54.2,11.3,7.7
Cairo University,/universities/cairo-university,https://www.topuniversities.com/universities/cairo-university,Africa,Egypt,Giza,https://staging.topuniversities.com/sites/default/files/cairo-university_80_small.jpg,32.5,350,,FALSE,FALSE,701+,701+,701+,701+,179,329,223,50,229,3,7.2,8.8,2.9,45.8,47.2,86.4,95.5,41
Sciences Po,/universities/sciences-po,https://www.topuniversities.com/universities/sciences-po,Europe,France,Paris,https://staging.topuniversities.com/sites/default/files/sciences-po-_592560cf2aeae70239af4c64_small.jpg,32.5,351,,FALSE,FALSE,701+,78,125,354,535,701+,701+,30,271,2.8,97.2,81.1,52.7,16.8,7.2,31.4,97.7,34.8
"City, University of London",/universities/city-university-london,https://www.topuniversities.com/universities/city-university-london,Europe,United Kingdom,London,https://staging.topuniversities.com/sites/default/files/city-university-of-london_354_small.jpg,32.4,352,,FALSE,FALSE,421,59,701+,140,422,505,531,226,430,31.2,98.9,5.6,95.8,20.8,23.2,66.4,54.8,21.3
National University of Sciences And Technology (NUST) Islamabad,/universities/national-university-sciences-technology-nust-islamabad,https://www.topuniversities.com/universities/national-university-sciences-technology-nust-islamabad,Asia,Pakistan,Islamabad,https://staging.topuniversities.com/sites/default/files/national-university-of-sciences-and-technology-nust-islamabad_698_small.jpg,32.3,353,,FALSE,FALSE,646,701+,188,701+,430,338,426,701+,98,14.5,4,68.8,4.3,20.4,44.9,73.6,2.8,71.6
University of Pretoria,/universities/university-pretoria,https://www.topuniversities.com/universities/university-pretoria,Africa,South Africa,Pretoria,https://staging.topuniversities.com/sites/default/files/university-of-pretoria_506_small.jpg,32.2,354,,FALSE,FALSE,629,701+,701+,474,368,156,24,122,185,15.5,8.2,4,33.3,23.9,79.6,98.1,80.1,48.8
Indiana University Bloomington,/universities/indiana-university-bloomington,https://www.topuniversities.com/universities/indiana-university-bloomington,North America,United States,Bloomington,https://staging.topuniversities.com/sites/default/files/indiana-university-bloomington_289_small.jpg,32.1,355,,FALSE,FALSE,445,701+,618,438,261,424,221,213,403,29.1,10.8,23.3,36.3,33.4,32.7,86.6,56.8,23.6
University of Coimbra,/universities/university-coimbra,https://www.topuniversities.com/universities/university-coimbra,Europe,Portugal,Coimbra,https://staging.topuniversities.com/sites/default/files/university-of-coimbra_592560cf2aeae70239af4b07_small.jpg,32.1,356,5,FALSE,FALSE,264,504,701+,701+,301,181,154,404,601+,49.8,22.9,10.3,8.1,29.4,75.8,91.2,31.1,10.8
University of Luxembourg,/universities/university-luxembourg,https://www.topuniversities.com/universities/university-luxembourg,Europe,Luxembourg,Luxembourg,https://staging.topuniversities.com/sites/default/files/university-of-luxembourg_592560cf2aeae70239af4d59_small.jpg,32.1,357,,FALSE,FALSE,495,26,128,16,601+,701+,486,240,601+,25.2,100,80.8,100,9.2,3.1,70.1,52.8,4.5
University of Tartu,/universities/university-tartu,https://www.topuniversities.com/universities/university-tartu,Europe,Estonia,Tartu,https://staging.topuniversities.com/sites/default/files/university-of-tartu_592560cf2aeae70239af4d08_small.jpg,32,358,,FALSE,FALSE,701+,621,71,372,391,555,186,98,601+,10.8,15.1,93.7,48.6,22.9,18,88.8,85.7,10.5
Gwangju Institute of Science and Technology (GIST),/universities/gwangju-institute-science-technology-gist,https://www.topuniversities.com/universities/gwangju-institute-science-technology-gist,Asia,South Korea,Gwangju,https://staging.topuniversities.com/sites/default/files/231023124904am973997GIST-200px-emblem-48x48.jpg,31.9,359,,FALSE,FALSE,4,701+,409,619,601+,667,701+,701+,601+,100,8.8,38.6,18.6,13.8,9.9,27,2.2,9
Pontificia Universidad Catolica del Peru (PUCP),/universities/pontificia-universidad-catolica-del-peru-pucp,https://www.topuniversities.com/universities/pontificia-universidad-catolica-del-peru-pucp,Latin America,Peru,Lima,https://staging.topuniversities.com/sites/default/files/210825042529am231772Isotipo-PUCP-200x200-48x48.jpg,31.9,360,,FALSE,FALSE,701+,701+,475,701+,169,447,701+,385,132,1.6,1.3,33.2,4,48.4,29.6,38.1,33,61.6
University of Aveiro,/universities/university-aveiro,https://www.topuniversities.com/universities/university-aveiro,Europe,Portugal,Aveiro,https://staging.topuniversities.com/sites/default/files/220127095852am750420Logo-web-cores-02-48x48.jpg,31.9,361,,FALSE,FALSE,73,617,701+,701+,601+,276,183,701+,601+,90.6,15.3,11.1,4.2,13.9,57.7,89,2.7,5.6
Sultan Qaboos University,/universities/sultan-qaboos-university,https://www.topuniversities.com/universities/sultan-qaboos-university,Asia,Oman,Muscat,https://staging.topuniversities.com/sites/default/files/sultan-qaboos-university_2530_small.jpg,31.7,362,,FALSE,FALSE,533,701+,269,72,484,285,340,247,503,21.9,3.2,55.6,100,18.6,55.4,78.8,51.5,17.1
Xiamen University,/universities/xiamen-university,https://www.topuniversities.com/universities/xiamen-university,Asia,China (Mainland),Xiamen,https://staging.topuniversities.com/sites/default/files/xiamen-university_891_small.jpg,31.7,363,,FALSE,FALSE,146,701+,701+,701+,372,585,594,277,526,72.2,3.1,19,5.1,23.6,15.4,62.6,46,16.2
York University,/universities/york-university,https://www.topuniversities.com/universities/york-university,North America,Canada,Toronto,https://staging.topuniversities.com/sites/default/files/york-university_592560cf2aeae70239af4d39_small.jpg,31.7,364,,FALSE,FALSE,524,176,701+,353,394,118,548,136,476,22.6,78.7,3.9,53.1,22.7,86.5,65.5,76.3,18.6
Saint Petersburg State University,/universities/saint-petersburg-state-university,https://www.topuniversities.com/universities/saint-petersburg-state-university,Europe,Russia,Saint Petersburg,https://staging.topuniversities.com/sites/default/files/saint-petersburg-state-university_592560cf2aeae70239af4cc0_small.jpg,31.6,365,,FALSE,TRUE,701+,360,247,701+,238,701+,263,150,309,4.6,38.9,59.4,4.9,36.3,3.2,83.9,71.7,30.5
University of Illinois at Chicago (UIC),/universities/university-illinois-chicago-uic,https://www.topuniversities.com/universities/university-illinois-chicago-uic,North America,United States,Chicago,https://staging.topuniversities.com/sites/default/files/university-of-illinois-chicago-uic_592560cf2aeae70239af4b9a_small.jpg,31.6,366,,FALSE,FALSE,518,560,505,701+,223,406,265,414,336,23.3,19.3,31.1,8,38.5,34.8,83.8,30.5,28.3
University of Münster,/universities/university-munster,https://www.topuniversities.com/universities/university-munster,Europe,Germany,Munster,https://staging.topuniversities.com/sites/default/files/231027093236am438692Logo-UniMuenster-200PixelBreite-RGB-48x48.jpg,31.5,367,,FALSE,FALSE,701+,701+,208,490,281,234,290,354,412,10,4.5,64.5,30.5,31.6,66.8,82,35.8,22.8
Mahidol University,/universities/mahidol-university,https://www.topuniversities.com/universities/mahidol-university,Asia,Thailand,Nakhon Pathom,https://staging.topuniversities.com/sites/default/files/mahidol-university_381_small.jpg,31.4,368,,FALSE,FALSE,701+,701+,126,701+,192,276,659,701+,424,4.7,4.2,81.1,4.9,44.1,57.7,57.2,9.8,21.8
University of Jordan,/universities/university-jordan,https://www.topuniversities.com/universities/university-jordan,Asia,Jordan,Amman,https://staging.topuniversities.com/sites/default/files/university-of-jordan_592560cf2aeae70239af533b_small.jpg,31.4,369,5,FALSE,FALSE,701+,331,685,585,268,371,521,110,197,3.5,43.5,19.5,21.2,32.9,39.5,67,82.1,46.7
University of Tehran,/universities/university-tehran,https://www.topuniversities.com/universities/university-tehran,Asia,Iran,Tehran,https://staging.topuniversities.com/sites/default/files/university-of-tehran_699_small.jpg,31.4,370,,FALSE,FALSE,115,701+,701+,701+,429,701+,231,494,357,79.1,2,3,2,20.6,4.7,86.2,23.1,26.8
George Washington University,/universities/george-washington-university,https://www.topuniversities.com/universities/george-washington-university,North America,United States,Washington D.C.,https://staging.topuniversities.com/sites/default/files/george-washington-university_223_small.jpg,31.3,371,,FALSE,FALSE,471,394,555,542,351,468,333,142,331,27.5,34.4,27.3,24.6,25.2,27.3,79.5,74.5,28.8
Lincoln University,/universities/lincoln-university,https://www.topuniversities.com/universities/lincoln-university,Oceania,New Zealand,Lincoln,https://staging.topuniversities.com/sites/default/files/lincoln-university-_592560cf2aeae70239af4ef3_small.jpg,31.3,372,5,FALSE,FALSE,249,88,496,61,601+,324,701+,320,601+,52.1,96.3,31.8,100,8.2,48.9,20.2,40,5
