University Name,Path,Region,Country,City,logo,Overall Score,Overall Rank,stars,dagger,redact,Citations per Paper Rank,International Research Network Rank,Employer Reputation Rank,H-index Citations Rank,Academic Reputation Rank,Citations per Paper Score,International Research Network Score,Employer Reputation Score,H-index Citations Score,Academic Reputation Score
Prague University of Economics and Business,/universities/prague-university-economics-business,Europe,Czechia,Prague,https://www.topuniversities.com/sites/default/files/221024091131am643122VSE-5-EN-logo-rgb-48x48.jpg,n/a,441,,False,False,401+,401+,401+,398,233,65,33.2,52.1,60.7,67.7
University of Göttingen,/universities/university-gottingen,Europe,Germany,Göttingen,https://www.topuniversities.com/sites/default/files/university-of-gttingen_234_small.jpg,n/a,442,,False,False,310,77,401+,277,401+,79.8,77.6,48.5,68.4,61.2
University of Houston,/universities/university-houston,North America,United States,Houston,https://www.topuniversities.com/sites/default/files/university-of-houston_270_small.jpg,n/a,443,,False,False,260,201,401+,216,401+,81.5,67.1,53.8,71.4,58.5
University of Leicester,/universities/university-leicester,Europe,United Kingdom,Leicester,https://www.topuniversities.com/sites/default/files/university-of-leicester_339_small.jpg,n/a,444,,False,False,350,241,401+,277,401+,78,64.3,51.7,68.4,61.2
University of Milano-Bicocca ,/universities/university-milano-bicocca,Europe,Italy,Milan,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,n/a,445,,False,False,319,303,401+,300,401+,79.3,58,53.9,67.6,61.1
"University of Missouri, Columbia",/universities/university-missouri-columbia,North America,United States,Columbia,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg,n/a,446,,False,False,158,335,401+,115,401+,84.3,54.6,51.3,77.5,59.9
University of Tartu,/universities/university-tartu,Europe,Estonia,Tartu,https://www.topuniversities.com/sites/default/files/university-of-tartu_592560cf2aeae70239af4d08_small.jpg,n/a,447,,False,False,397,105,401+,382,374,74,74.7,53.1,61.8,62.3
University of Turku,/universities/university-turku,Europe,Finland,Turku,https://www.topuniversities.com/sites/default/files/university-of-turku_592560cf2aeae70239af4cfe_small.jpg,n/a,448,,False,False,211,172,401+,105,319,83,69.7,42.4,78,64.2
Université Laval,/universities/universite-laval,North America,Canada,Québec,https://www.topuniversities.com/sites/default/files/laval-university_337_small.jpg,n/a,449,,False,False,330,261,363,247,401+,79,62.5,58,70,57.4
Vilnius University ,/universities/vilnius-university,Europe,Lithuania,Vilnius,https://www.topuniversities.com/sites/default/files/vilnius-university-_592560cf2aeae70239af4d7f_small.jpg,n/a,450,,False,False,401+,264,344,401+,401+,62.3,61.8,58.7,52.2,61.5
University of Münster,/universities/university-munster,Europe,Germany,Munster,https://www.topuniversities.com/sites/default/files/231027093236am438692Logo-UniMuenster-200PixelBreite-RGB-48x48.jpg,n/a,451,,False,False,294,267,401+,277,304,80.5,61.6,46.2,68.4,64.6
Abu Dhabi University,/universities/abu-dhabi-university,Asia,United Arab Emirates,Abu Dhabi,https://www.topuniversities.com/sites/default/files/211123083031am197054School-logo-200x200-48x48.jpg,n/a,452,5,False,False,401+,401+,175,398,401+,66.5,30.8,67.2,60.7,55.5
Ateneo de Manila University,/universities/ateneo-de-manila-university,Asia,Philippines,Quezon City,https://www.topuniversities.com/sites/default/files/ateneo-de-manila-university_592560cf2aeae70239af4aa1_small.jpg,n/a,453,,False,False,401+,401+,154,401+,365,45.2,28.3,68.6,33.8,62.7
Brunel University London,/universities/brunel-university-london,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/brunel-university-london_592560cf2aeae70239af4acc_small.jpg,n/a,454,,False,False,44,47,401+,99,401+,88.2,81.8,54.1,78.5,53.7
Chiang Mai University,/universities/chiang-mai-university,Asia,Thailand,Chiang Mai,https://www.topuniversities.com/sites/default/files/chiang-mai-university_118_small.jpg,n/a,455,4,False,False,401+,361,383,401+,379,64.2,52.3,57,52.2,62.2
China University of Political Science and Law,/universities/china-university-political-science-law,Asia,China (Mainland),Beijing,https://www.topuniversities.com/sites/default/files/china-university-of-political-science-and-law_2021_small.jpg,n/a,456,,False,False,401+,401+,93,401+,401+,39.1,19.5,72.3,43.7,60.2
Chung-Ang University (CAU),/universities/chung-ang-university-cau,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/chung-ang-university-cau_1042_small.jpg,n/a,457,,False,False,373,401+,350,401+,398,75.9,28.6,58.5,55.4,61.6
Concordia University,/universities/concordia-university,North America,Canada,Montreal,https://www.topuniversities.com/sites/default/files/concordia-university_592560cf2aeae70239af4b0e_small.jpg,n/a,458,,False,False,263,263,383,263,401+,81.4,62,57,69.2,56.8
Duy Tan University,/universities/duy-tan-university,Asia,Vietnam,Da Nang,https://www.topuniversities.com/sites/default/files/duy-tan-university_59e5a998acb295021d569f1b_small.jpg,n/a,459,,False,False,401+,160,240,401+,401+,71.5,70.6,63.7,37.6,57.8
"Goldsmiths, University of London",/universities/goldsmiths-university-london,Europe,United Kingdom,London,https://www.topuniversities.com/sites/default/files/goldsmiths-university-of-london_355_small.jpg,n/a,460,,False,False,148,401+,401+,216,338,84.5,41.9,46.8,71.4,63.6
Hacettepe University ,/universities/hacettepe-university,Asia,Türkiye,Ankara,https://www.topuniversities.com/sites/default/files/hacettepe-university-_592560cf2aeae70239af4d8c_small.jpg,n/a,461,,False,False,401+,136,346,401+,401+,73.2,72.1,58.6,59.5,55.7
Heriot-Watt University,/universities/heriot-watt-university,Europe,United Kingdom,Edinburgh,https://www.topuniversities.com/sites/default/files/heriot-watt-university_592560cf2aeae70239af4d5f_small.jpg,n/a,462,,False,False,163,366,346,329,401+,84.2,51.4,58.6,65.8,55.6
Hong Kong Baptist University,/universities/hong-kong-baptist-university,Asia,Hong Kong SAR,Hong Kong,https://www.topuniversities.com/sites/default/files/hong-kong-baptist-university_893_small.jpg,n/a,463,,False,False,163,401+,401+,342,341,84.2,35.2,50,64.9,63.5
Indian Institute of Technology Kanpur (IITK),/universities/indian-institute-technology-kanpur-iitk,Asia,India,Kanpur,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-kanpur-iitk_592560cf2aeae70239af4ba5_small.jpg,n/a,464,,False,False,401+,401+,99,401+,401+,64.2,26.7,72.1,46.1,56
KEDGE Business School,/universities/kedge-business-school,Europe,France,Talence,https://www.topuniversities.com/sites/default/files/kedge-business-school_592560e19988f300e2320ed3_small.jpg,n/a,465,,False,False,361,401+,401+,314,387,77.2,44.2,49.8,66.7,61.9
KTH Royal Institute of Technology ,/universities/kth-royal-institute-technology,Europe,Sweden,Stockholm,https://www.topuniversities.com/sites/default/files/kth-royal-institute-of-technology-_592560cf2aeae70239af4c9b_small.jpg,n/a,466,,False,False,123,47,350,342,401+,85.1,81.8,58.5,64.9,53
Linköping University,/universities/linkoping-university,Europe,Sweden,Linköping,https://www.topuniversities.com/sites/default/files/linkping-university_348_small.jpg,n/a,467,,False,False,81,246,401+,78,401+,86.6,64,46,79.5,59
Masaryk University,/universities/masaryk-university,Europe,Czechia,Brno,https://www.topuniversities.com/sites/default/files/masaryk-university_592560cf2aeae70239af4d5a_small.jpg,n/a,468,,False,False,383,211,401+,342,393,75.2,66.2,49,64.9,61.8
National Taiwan University of Science and Technology (Taiwan Tech),/universities/national-taiwan-university-science-technology-taiwan-tech,Asia,Taiwan,Taipei City,https://www.topuniversities.com/sites/default/files/national-taiwan-university-of-science-and-technology-taiwan-tech_590_small.jpg,n/a,469,,False,False,245,401+,372,382,401+,82,34.4,57.5,61.8,59.1
National University of Sciences And Technology (NUST) Islamabad,/universities/national-university-sciences-technology-nust-islamabad,Asia,Pakistan,Islamabad,https://www.topuniversities.com/sites/default/files/national-university-of-sciences-and-technology-nust-islamabad_698_small.jpg,n/a,470,,False,False,401+,399,217,401+,401+,70.1,45.8,65,48.4,56.9
Nottingham Trent University,/universities/nottingham-trent-university,Europe,United Kingdom,Nottingham,https://www.topuniversities.com/sites/default/files/nottingham-trent-university_592560cf2aeae70239af50e6_small.jpg,n/a,471,5,False,False,295,220,401+,277,401+,80.4,65.6,54.2,68.4,57.7
Ritsumeikan University,/universities/ritsumeikan-university,Asia,Japan,Kyoto,https://www.topuniversities.com/sites/default/files/ritsumeikan-university_592560cf2aeae70239af4c92_small.jpg,n/a,472,,False,False,401+,401+,285,401+,385,61.2,40,61,40.9,62
Russian Presidential Academy of National Economy and Public Administration,/universities/russian-presidential-academy-national-economy-public-administration,Europe,Russia,Moscow,https://www.topuniversities.com/sites/default/files/russian-presidential-academy-of-national-economy-and-public-administration_14961_small.jpg,n/a,473,,False,True,401+,401+,178,401+,401+,59.7,20.2,67,50.4,60.8
Sabanci University,/universities/sabanci-university,Asia,Türkiye,Istanbul,https://www.topuniversities.com/sites/default/files/sabanci-university_542_small.jpg,n/a,474,,False,False,401+,401+,243,401+,401+,59.8,27.9,63.6,53.9,60.3
Sejong University,/universities/sejong-university,Asia,South Korea,Seoul,https://www.topuniversities.com/sites/default/files/sejong-university_1094_small.jpg,n/a,475,,False,False,55,335,401+,342,401+,87.7,54.6,54.2,64.9,57.1
Shanghai University of Finance and Economics,/universities/shanghai-university-finance-economics,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/shanghai-university-of-finance-and-economics_2026_small.jpg,n/a,476,,False,False,158,401+,401+,300,296,84.3,23,46.6,67.6,64.8
Tampere University,/universities/tampere-university,Europe,Finland,Tampere,https://www.topuniversities.com/sites/default/files/tampere-university_5bbf14847d023f5bc849ec9a_small.jpg,n/a,477,,False,False,245,255,401+,229,336,82,63.3,43.6,70.7,63.7
Taras Shevchenko National University of Kyiv,/universities/taras-shevchenko-national-university-kyiv,Europe,Ukraine,Kyiv,https://www.topuniversities.com/sites/default/files/taras-shevchenko-national-university-of-kyiv_14977_small.jpg,n/a,478,,False,False,401+,401+,158,401+,345,43.4,27.8,68.4,37.6,63.4
Tomsk State University,/universities/tomsk-state-university,Europe,Russia,Tomsk,https://www.topuniversities.com/sites/default/files/tomsk-state-university_616_small.jpg,n/a,479,,False,True,401+,401+,185,401+,401+,54.3,42.7,66.8,46.1,59.4
Tongji University,/universities/tongji-university,Asia,China (Mainland),Shanghai,https://www.topuniversities.com/sites/default/files/tongji-university_617_small.jpg,n/a,480,,False,False,190,333,401+,300,401+,83.6,54.9,56.1,67.6,56.6
Universidad Anáhuac México,/universities/universidad-anahuac-mexico,Latin America,Mexico,Huixquilucan,https://www.topuniversities.com/sites/default/files/universidad-anahuac_592560cf2aeae70239af4a97_small.jpg,n/a,481,,False,False,401+,401+,120,401+,359,34.8,14.5,70.8,37.6,63
Universidad EAFIT,/universities/universidad-eafit,Latin America,Colombia,Medellin,https://www.topuniversities.com/sites/default/files/universidad-eafit_592560cf2aeae70239af4d9b_small.jpg,n/a,482,,False,False,401+,401+,252,401+,283,49.1,12.8,63,48.4,65.4
Universidad Nacional de Córdoba - UNC,/universities/universidad-nacional-de-cordoba-unc,Latin America,Argentina,Córdoba,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_small.jpg,n/a,483,,False,False,401+,401+,273,401+,401+,58.9,35.4,61.5,50.4,61.2
Universidad de Guadalajara (UDG),/universities/universidad-de-guadalajara-udg,Latin America,Mexico,Guadalajara,https://www.topuniversities.com/sites/default/files/universidad-de-guadalajara-udg_592560cf2aeae70239af5137_small.jpg,n/a,484,4,False,False,401+,401+,314,401+,331,56.4,36.8,59.9,46.1,63.8
Universidade Católica Portuguesa,/universities/universidade-catolica-portuguesa,Europe,Portugal,Lisbon,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,n/a,485,,False,False,401+,401+,401+,398,319,71.1,34.9,53.8,60.7,64.2
Universitat Politècnica de Catalunya · BarcelonaTech (UPC),/universities/universitat-politecnica-de-catalunya-barcelonatech-upc,Europe,Spain,Barcelona,https://www.topuniversities.com/sites/default/files/universitat-politcnica-de-catalunya_103_small.jpg,n/a,486,,False,False,295,96,248,382,401+,80.4,75.4,63.3,61.8,52.3
University of Bucharest,/universities/university-bucharest,Europe,Romania,Bucharest,https://www.topuniversities.com/sites/default/files/university-of-bucharest_77_small.jpg,n/a,487,,False,False,401+,335,236,401+,401+,64.8,54.6,64,50.4,57.3
University of Deusto,/universities/university-deusto,Europe,Spain,Bilbao,https://www.topuniversities.com/sites/default/files/university-of-deusto_592560cf2aeae70239af57cd_small.jpg,n/a,488,,False,False,391,401+,292,329,401+,74.5,34,60.7,65.8,58.4
University of Dhaka,/universities/university-dhaka,Asia,Bangladesh,Dhaka,https://www.topuniversities.com/sites/default/files/university-of-dhaka_158_small.jpg,n/a,489,,False,False,401+,401+,278,401+,401+,65,27.3,61.2,52.2,61.5
University of Iowa,/universities/university-iowa,North America,United States,Iowa City,https://www.topuniversities.com/sites/default/files/university-of-iowa_592560cf2aeae70239af4baa_small.jpg,n/a,490,,False,False,220,255,401+,229,401+,82.6,63.3,49.8,70.7,59.6
University of Johannesburg,/universities/university-johannesburg,Africa,South Africa,Johannesburg,https://www.topuniversities.com/sites/default/files/university-of-johannesburg-_592560cf2aeae70239af4f46_small.jpg,n/a,491,,False,False,395,165,401+,277,401+,74.1,70.2,52.8,68.4,58.6
University of Kansas,/universities/university-kansas,North America,United States,Lawrence,https://www.topuniversities.com/sites/default/files/university-of-kansas_309_small.jpg,n/a,492,,False,False,334,136,401+,314,401+,78.9,72.1,56.1,66.7,56.4
University of Manitoba,/universities/university-manitoba,North America,Canada,Winnipeg,https://www.topuniversities.com/sites/default/files/university-of-manitoba_592560cf2aeae70239af4c0a_small.jpg,n/a,493,,False,False,313,298,245,300,401+,79.7,58.4,63.4,67.6,53.4
University of Nevada - Las Vegas,/universities/university-nevada-las-vegas,North America,United States,Las Vegas,https://www.topuniversities.com/sites/default/files/university-of-nevada-las-vegas_1851_small.jpg,n/a,494,,False,False,254,401+,390,216,401+,81.7,44.5,56.8,71.4,56.7
University of Pisa,/universities/university-pisa,Europe,Italy,Pisa,https://www.topuniversities.com/sites/default/files/university-of-pisa_499_small.jpg,n/a,495,,False,False,364,165,401+,369,401+,76.5,70.2,55.8,62.9,58
University of Stirling,/universities/university-stirling,Europe,United Kingdom,Stirling,https://www.topuniversities.com/sites/default/files/university-of-stirling_575_small.jpg,n/a,496,5,False,False,111,376,401+,173,401+,85.4,49.7,52.7,73.4,58.2
University of Tsukuba,/universities/university-tsukuba,Asia,Japan,Tsukuba City,https://www.topuniversities.com/sites/default/files/university-of-tsukuba_592560cf2aeae70239af4cf7_small.jpg,n/a,497,,False,False,390,346,401+,401+,401+,74.6,53.9,52.8,53.9,61.5
University of the West of England,/universities/university-west-england,Europe,United Kingdom,Bristol,https://www.topuniversities.com/sites/default/files/220519010052pm626426UWE-Web-Avatar-Top-48x48.jpg,n/a,498,,False,False,101,273,401+,133,401+,85.8,61.1,54.7,75.8,56.3
WHU - Otto Beisheim School of Management ,/universities/whu-otto-beisheim-school-management,Europe,Germany,Vallendar,https://www.topuniversities.com/sites/default/files/Design-ohne-Titel-48x48.jpg,n/a,499,,False,False,401+,401+,401+,382,266,69.1,26.2,50.4,61.8,66.1
Western Sydney University,/universities/western-sydney-university,Oceania,Australia,Milperra,https://www.topuniversities.com/sites/default/files/western-sydney-university_848_small.jpg,n/a,500,5,False,False,321,153,401+,247,401+,79.2,71,49.4,70,60.5
